SalePrice,MSSubClass,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea
119000,90,10624,5,4,1964,1964,264,1424,1728,1728,0,6,2,10,0,1,352
139000,20,8176,5,6,1958,1992,0,210,1056,1056,0,3,1,6,0,1,308
284000,20,10655,8,5,2003,2004,479,1603,3206,1629,0,3,1,7,1,3,880
207000,120,8198,7,5,2004,2004,0,638,1358,1358,0,2,1,6,1,2,484
192000,60,9042,6,5,1998,1998,0,115,943,943,695,3,1,7,2,2,472
228950,190,164660,5,6,1965,1965,147,103,1499,1619,167,3,1,7,2,2,529
377426,20,14157,9,5,2005,2006,0,673,1922,1922,0,3,1,8,1,3,676
214000,20,9135,7,5,2002,2003,0,726,1536,1536,0,3,1,7,0,2,532
202500,20,14145,7,7,1984,1998,0,995,1208,1621,0,3,1,8,0,2,440
155000,20,12400,6,7,1958,1998,0,630,1215,1215,0,3,1,6,0,1,297
202900,60,14191,8,5,2002,2002,0,967,967,993,915,4,1,9,0,2,431
82000,20,8400,4,4,1950,1950,0,721,721,841,0,2,1,4,0,1,294
87500,90,8544,3,4,1949,1950,0,0,0,1040,0,2,2,6,0,2,400
266000,120,8849,9,5,2005,2005,0,1656,1684,1684,0,2,1,6,1,2,564
85000,160,2592,5,3,1976,1976,232,175,536,536,576,3,1,4,0,1,336
140200,50,6435,6,5,1939,1950,0,972,972,972,605,3,1,6,1,1,312
151500,20,12772,6,8,1960,1998,0,460,958,958,0,2,1,5,0,1,301
157500,20,17600,6,5,1960,1960,0,208,1478,1478,0,3,1,6,2,2,498
154000,160,2448,7,5,2003,2004,0,191,764,764,862,2,1,6,0,2,474
437154,60,20431,9,5,2005,2006,0,438,1848,1848,880,4,1,10,2,3,706
318061,120,7820,9,5,2007,2007,0,1869,1869,1869,0,2,1,6,1,2,617
190000,120,5271,7,5,1986,1986,0,371,1453,1453,0,2,1,6,1,2,445
95000,50,9084,5,6,1941,1950,380,0,616,616,495,3,1,5,0,1,200
105900,30,8520,6,8,1928,2003,0,624,624,720,0,2,1,5,0,2,484
140000,50,8400,6,5,1940,2000,0,552,940,1192,403,2,1,6,2,1,240
177500,20,11249,6,5,1995,1995,544,322,1200,1200,0,3,1,6,0,2,521
173000,20,9248,6,6,1992,1992,0,598,1158,1167,0,3,1,6,0,2,400
134000,120,4224,5,5,1976,1976,0,268,1142,1142,0,3,1,6,1,2,528
130000,80,6930,5,4,1958,1958,294,468,1062,1352,0,3,1,6,0,1,288
280000,60,12011,8,5,1998,1998,0,130,1086,1086,838,3,1,7,1,2,592
156000,85,7540,6,6,1978,1978,0,115,888,912,0,2,1,5,1,2,470
145000,50,9144,5,5,1940,1982,0,484,883,988,517,3,1,8,0,1,240
198500,85,7301,7,5,2003,2003,0,0,0,495,1427,4,1,7,1,2,672
118000,160,1680,6,8,1972,2007,0,321,483,483,504,2,1,5,0,1,264
190000,60,18800,6,5,1976,1976,0,84,796,790,784,3,1,6,1,2,566
147000,70,10690,5,7,1920,1997,0,216,672,672,672,3,1,6,0,1,468
159000,20,9500,6,5,1963,1963,0,785,1394,1394,0,3,1,6,2,2,514
165000,80,9150,6,5,1962,1962,0,728,1099,1431,0,3,1,6,1,1,296
132000,20,7800,5,6,1954,1954,0,728,1268,1268,0,2,1,7,1,1,244
162000,20,9830,5,7,1959,2006,258,733,1063,1287,0,3,1,7,1,2,576
172400,60,8121,6,5,2000,2000,0,953,953,953,711,3,1,7,1,2,460
134432,50,17120,4,4,1959,1959,0,0,0,1120,468,4,1,7,1,2,680
125000,120,7175,6,5,1984,1984,121,0,744,752,0,2,1,4,0,1,264
123000,20,10634,5,6,1953,1953,180,0,608,1319,0,3,1,5,0,1,270
219500,60,8200,7,5,2003,2004,0,847,847,847,1081,4,1,8,1,2,434
61000,30,10020,1,1,1922,1950,0,333,683,904,0,1,1,4,0,0,0
148000,85,8846,5,5,1996,1996,0,572,870,914,0,2,1,5,0,2,576
340000,60,11143,8,5,2004,2005,0,1580,1580,1580,886,4,1,8,1,2,610
394432,20,11394,9,2,2010,2010,0,411,1856,1856,0,1,1,8,1,3,834
179000,60,8123,6,5,2000,2000,0,982,982,1007,793,3,1,7,1,2,463
127000,50,5000,5,6,1924,1950,0,808,1026,1026,665,3,1,6,1,1,308
187750,20,7200,7,5,2006,2006,0,1293,1293,1301,0,2,1,5,1,2,572
213500,60,9245,7,5,2006,2006,0,939,939,939,858,3,1,8,0,2,639
76000,45,9000,6,3,1928,1950,0,784,784,784,0,2,1,5,0,2,360
240000,60,53107,6,5,1992,1992,0,595,1580,1079,874,3,1,9,2,2,501
192000,120,3182,8,5,2004,2005,0,1232,1256,1269,0,2,1,6,1,2,430
81000,50,8410,5,3,1910,1996,0,658,658,658,526,5,1,8,0,0,0
125000,80,7200,6,6,1976,1976,0,410,1041,1125,0,3,1,6,1,1,352
191000,20,9382,7,5,1999,2000,0,1468,1468,1479,0,3,1,6,0,2,577
426000,60,12474,10,5,2007,2008,0,402,1682,1742,590,3,1,9,1,3,846
119000,50,8405,5,8,1900,1950,391,229,861,961,406,4,1,7,0,1,384
215000,60,12209,6,5,2001,2002,0,114,804,804,1157,3,1,7,1,2,560
106500,20,8339,5,7,1959,1959,0,0,0,882,0,3,1,5,0,1,294
100000,30,7446,4,5,1941,1950,0,522,788,788,0,2,1,4,2,0,0
109000,50,10134,5,6,1940,1950,0,735,735,735,299,2,1,5,0,1,240
129000,20,9571,5,6,1956,1956,0,405,1144,1144,0,3,1,6,0,1,596
123000,20,7200,5,5,1972,1972,0,117,894,894,0,2,1,6,0,2,600
169500,60,7590,5,5,1962,1962,0,324,864,876,936,4,1,8,1,1,264
67000,30,8967,5,2,1920,1950,0,961,961,1077,0,2,1,6,0,1,338
241000,60,8125,7,5,2006,2007,0,280,1092,1112,438,2,1,7,0,2,438
245500,120,14963,8,5,1996,1996,0,474,1260,1288,0,1,1,4,2,2,500
164990,20,8767,7,5,2005,2005,0,1286,1310,1310,0,3,1,6,1,2,400
108000,30,10200,5,8,1940,1997,0,672,672,672,0,2,1,4,0,1,240
258000,60,12090,8,5,1998,1998,0,1141,1141,1165,1098,4,1,10,1,2,420
168000,60,10364,6,5,1995,1996,0,806,806,806,766,3,1,7,1,2,373
150000,20,9991,4,4,1976,1993,0,165,1281,1620,0,3,1,8,1,2,490
115000,50,10480,6,5,1936,1950,0,1064,1064,1166,0,3,1,6,0,1,240
177000,70,15576,6,7,1915,1976,0,840,840,840,840,4,1,8,0,1,308
280000,60,14154,7,5,2006,2006,0,1063,1063,1071,1101,3,1,9,1,3,947
339750,60,10800,8,5,2007,2008,0,245,1034,1050,1028,3,1,8,1,3,836
60000,20,9571,5,3,1958,1958,0,1276,1276,1276,0,3,1,5,0,1,350
145000,190,34650,5,5,1955,1955,0,0,1056,1056,0,3,1,5,0,2,572
222000,20,4403,7,5,2009,2009,0,892,1470,1478,0,2,1,7,1,2,484
115000,30,8960,5,6,1927,1950,0,1008,1008,1028,0,2,1,5,1,2,360
228000,60,11228,7,5,1993,1993,531,499,1080,1080,1017,3,1,9,1,3,678
181134,20,8899,7,5,2007,2007,0,1316,1340,1340,0,3,1,6,0,2,396
149500,60,7844,6,7,1978,1978,0,463,672,672,728,3,1,6,1,2,440
239000,70,22420,6,6,1918,1950,0,242,1370,1370,1254,4,1,10,1,3,864
126000,50,8160,5,6,1940,1950,0,444,756,756,378,3,1,7,0,1,240
142000,20,8450,5,6,1968,1968,0,281,1056,1056,0,3,1,6,1,1,304
206300,90,7060,7,5,1997,1998,0,35,1344,1344,0,2,2,8,0,4,784
215000,20,16635,6,7,1977,2000,0,356,1602,1602,0,3,1,8,1,2,529
113000,20,21750,5,5,1954,1954,0,988,988,988,0,2,1,4,0,2,520
315000,60,9200,8,5,1998,1998,0,484,1470,1470,1160,4,1,8,1,3,696
139000,20,9000,6,5,1956,1956,0,580,1196,1196,0,2,1,6,1,1,297
135000,60,3378,7,8,1946,1992,0,651,651,707,682,3,1,6,2,1,240
275000,80,12800,7,5,1989,1989,0,0,1518,1644,0,2,1,5,1,2,569
109008,20,8593,4,6,1957,1957,0,619,907,907,0,3,1,5,0,1,352
195400,20,6762,7,5,2007,2007,0,544,1208,1208,0,2,1,6,0,2,628
175000,20,11457,6,5,1988,1988,0,387,1392,1412,0,3,1,6,1,2,576
85400,160,1680,6,5,1971,1971,0,96,483,483,504,2,1,4,0,1,264
79900,50,5586,6,7,1920,1998,0,901,901,1088,110,4,1,7,0,0,0
122500,160,1920,5,5,1971,1971,0,294,765,765,600,2,1,6,0,2,440
181000,60,10839,6,5,1997,1998,0,926,926,926,678,3,1,7,1,2,470
81000,180,1890,4,7,1972,1972,0,135,630,630,0,1,1,3,0,0,0
212000,60,10667,7,6,1996,1996,344,70,799,827,834,3,1,6,1,2,550
116000,50,4400,6,8,1920,1950,0,648,648,734,384,2,1,6,0,2,440
119000,45,6000,6,7,1926,2004,0,884,884,904,0,2,1,4,0,1,180
90350,30,4280,5,6,1913,2002,0,75,440,694,0,2,1,4,1,1,352
110000,50,12354,6,8,1920,2000,0,684,684,684,512,3,1,7,0,2,528
555000,20,15431,10,5,2008,2008,539,788,3094,2402,0,2,1,10,2,3,672
118000,90,12108,4,4,1955,1955,0,1307,1440,1440,0,4,2,8,0,0,0
162900,50,6240,5,7,1930,1992,0,1078,1078,1128,445,3,1,8,1,2,360
172500,120,3922,7,5,2006,2007,0,1258,1258,1258,0,2,1,6,1,3,648
210000,60,8750,7,5,1994,1995,0,273,915,933,975,4,1,8,1,2,493
127500,20,9855,6,5,1956,1956,0,1436,1436,1689,0,3,1,7,1,2,480
190000,20,16492,6,6,1966,2002,713,557,1517,1888,0,2,1,6,1,2,578
199900,60,11214,7,5,1998,1999,0,930,930,956,930,4,1,10,1,2,431
119500,50,8600,6,6,1937,1950,0,780,780,780,596,3,1,7,1,1,198
120000,50,6000,3,7,1948,2002,0,318,649,679,504,2,1,6,0,1,308
110000,30,5684,6,8,1930,2005,0,813,813,813,0,2,1,5,0,1,270
280000,20,70761,7,5,1975,1975,0,878,1533,1533,0,2,1,5,2,2,576
204000,60,9303,6,5,1996,1997,0,130,872,888,868,3,1,7,0,2,422
210000,60,9000,8,5,2008,2008,0,768,768,786,804,3,1,6,0,2,676
188000,90,9297,5,5,1976,1976,0,122,1728,1728,0,4,2,8,0,2,560
175500,20,9600,7,6,1973,1973,0,326,1242,1242,0,3,1,6,1,2,528
98000,70,4571,5,5,1916,1950,0,624,624,624,720,4,1,7,0,3,513
256000,20,53227,4,6,1954,1994,0,248,1364,1663,0,2,1,6,2,2,529
161000,70,5100,8,7,1925,1996,0,588,588,833,833,3,1,7,1,1,228
110000,50,7015,5,4,1950,1950,0,524,709,979,224,3,1,5,1,1,352
263435,60,8004,8,5,2009,2009,0,288,832,832,1103,3,1,8,0,2,552
155000,70,7200,7,9,1936,2007,210,0,560,575,560,3,1,6,0,2,576
62383,20,8281,5,5,1965,1965,311,0,864,864,0,3,1,5,1,1,360
188700,70,11988,6,7,1934,1995,0,389,715,849,811,3,1,6,1,1,240
124000,20,8430,5,5,1978,1978,0,424,1040,1040,0,3,1,5,0,0,0
178740,120,3072,7,5,2004,2004,0,1375,1375,1414,0,2,1,6,1,2,398
167000,20,10628,7,5,1970,1970,0,499,1277,1277,0,2,1,5,1,2,526
146500,70,9480,5,7,1942,1995,0,342,728,888,756,3,1,7,2,1,312
250000,20,11428,8,5,2006,2006,0,1626,1626,1634,0,3,1,7,1,3,866
187000,60,9291,6,5,1993,1993,0,406,832,832,878,3,1,7,0,2,506
212000,120,6820,8,5,1985,1985,1120,0,1488,1502,0,1,1,4,0,2,528
190000,60,11952,7,6,1977,1977,0,808,808,1161,808,3,1,8,1,2,534
148000,180,3675,6,5,2005,2005,0,88,547,1072,0,2,1,5,0,2,525
440000,20,14977,8,5,2006,2007,0,626,1976,1976,0,2,1,7,1,3,908
251000,120,5330,8,5,2000,2000,0,298,1494,1652,0,2,1,6,0,2,499
132500,20,8480,5,6,1963,1963,0,340,970,970,0,2,1,5,0,2,624
208900,20,13125,6,5,1997,1998,0,484,1478,1493,0,3,1,7,1,2,508
380000,60,13693,9,5,2006,2006,0,2153,2153,2069,574,3,1,9,1,3,694
297000,20,10637,8,5,2007,2008,0,417,1705,1718,0,3,1,7,1,3,826
89471,30,5925,4,7,1937,2000,0,739,907,1131,0,2,1,7,0,2,672
326000,20,16033,9,5,2004,2005,0,572,1833,1850,0,3,1,8,1,3,772
374000,20,11846,9,5,2003,2004,0,225,1792,1792,0,2,1,6,1,3,874
155000,70,2500,7,8,1915,2005,0,611,910,916,910,4,1,7,1,1,164
164000,120,4500,6,5,1998,1998,0,319,1216,1216,0,2,1,5,0,2,402
132500,20,7758,5,7,1962,2001,0,411,999,999,0,3,1,6,0,1,264
147000,20,9600,5,7,1950,2007,0,506,1113,1113,0,3,1,5,1,1,264
156000,20,10289,5,7,1965,1965,0,237,1073,1073,0,3,1,6,0,2,515
175000,20,12243,5,6,1971,1971,0,486,1484,1484,0,3,1,7,1,2,487
160000,190,10800,5,4,1900,1970,0,290,954,1766,648,3,2,10,1,2,520
86000,180,1526,4,8,1970,2002,0,115,630,630,0,1,1,3,0,1,286
115000,160,2665,5,6,1976,1976,0,264,264,616,688,3,1,4,1,1,336
133000,50,9490,6,7,1941,1950,165,238,806,958,620,3,1,5,2,1,240
172785,60,15578,6,5,2006,2006,0,728,728,728,728,3,1,8,0,2,429
155000,20,7931,5,6,1960,1960,532,363,1269,1269,0,3,1,6,1,1,308
91300,30,5784,5,8,1938,1996,0,190,190,886,0,2,1,4,0,1,273
34900,30,7879,4,5,1920,1950,0,225,720,720,0,2,1,4,0,0,0
430000,20,12692,8,5,1992,1993,0,1969,3200,3228,0,4,1,10,1,2,546
184000,50,9120,7,6,1925,1950,0,697,1026,1133,687,4,1,8,0,1,240
130000,20,7800,5,7,1967,2004,0,414,864,899,0,3,1,5,0,1,288
120000,20,7535,5,7,1958,1985,279,522,912,912,0,2,1,5,0,1,297
113000,160,1890,6,5,1973,1973,0,316,672,672,546,3,1,7,0,1,264
226700,60,9803,7,5,2005,2005,0,466,866,866,902,3,1,7,0,2,603
140000,20,9170,5,7,1965,1965,96,420,1214,1214,0,2,1,6,0,2,461
289000,20,15602,7,8,1959,1997,0,254,1501,1801,0,1,1,6,2,2,484
147000,160,2308,6,5,1974,1974,495,103,855,855,467,3,1,6,1,2,440
124500,90,7596,5,5,1952,1952,0,960,960,960,1000,4,2,10,0,2,400
215000,60,9554,8,5,1993,1994,0,397,777,1065,846,3,1,8,1,2,471
208300,20,7862,6,5,2009,2009,0,1191,1218,1218,0,2,1,4,0,2,676
161000,70,9600,7,9,1928,2005,0,548,689,689,689,3,1,7,1,2,360
124500,20,9600,5,6,1959,1959,0,50,1041,1041,0,3,1,6,0,1,270
164900,20,14559,5,7,1951,2000,180,178,1008,1363,0,2,1,6,2,1,288
202665,120,6792,7,5,2005,2006,0,1368,1368,1368,0,2,1,6,1,2,474
129900,20,9100,5,5,1958,1958,174,169,864,864,0,3,1,5,0,2,624
134000,20,9187,6,5,1983,1983,0,748,1084,1080,0,3,1,5,0,2,484
96500,45,10594,5,5,1926,1950,0,768,768,789,0,2,1,5,0,1,200
402861,20,12220,10,5,2009,2009,0,570,2006,2020,0,3,1,9,1,3,900
158000,80,10448,6,6,1972,1972,0,689,689,1378,741,3,1,7,1,2,583
265000,60,10208,7,5,1996,1997,0,1264,1264,1277,1067,3,1,7,1,3,889
211000,60,9531,6,5,1998,1998,0,88,794,882,914,3,1,7,0,2,546
234000,70,10918,7,9,1926,2004,0,1276,1276,1276,804,3,1,9,2,1,282
106250,190,10800,4,7,1900,2000,0,0,0,694,600,3,2,7,0,0,0
150000,20,11988,6,6,1957,1957,0,467,1244,1244,0,3,1,6,2,1,336
159000,50,5000,6,7,1947,1950,0,605,1004,1004,660,3,1,7,2,2,420
184750,60,40094,10,5,2007,2008,0,878,3138,3138,1538,3,1,11,1,3,884
315750,60,11787,7,5,1996,1997,0,660,1379,1383,1015,3,1,8,1,3,834
176000,20,7500,7,5,2005,2005,0,1257,1257,1266,0,3,1,6,1,2,453
132000,20,13300,5,7,1956,2000,0,551,928,928,0,2,1,4,0,1,252
446261,60,14948,9,5,2008,2008,0,122,1452,1476,1237,3,1,11,1,3,858
86000,30,9098,4,7,1920,2002,0,180,528,605,0,2,1,5,0,0,0
200624,20,32668,6,3,1957,1975,0,816,2035,2515,0,4,2,9,2,2,484
175000,80,10200,6,5,1988,1989,0,678,1461,1509,0,3,1,5,1,2,600
128000,70,6155,6,8,1920,1999,0,611,611,751,611,3,1,6,0,2,502
107500,20,7200,5,7,1955,2007,0,0,0,827,0,2,1,5,1,1,392
39300,20,5000,1,3,1946,1950,0,0,0,334,0,1,1,2,0,0,0
178000,60,9056,8,5,2004,2004,0,707,707,707,707,3,1,6,1,2,403
107500,190,7000,5,7,1910,1991,0,148,1117,820,527,3,1,5,0,0,0
188000,60,8924,7,5,1998,1999,0,880,880,880,844,3,1,8,0,2,527
111250,20,12735,4,5,1972,1972,0,264,864,864,0,3,1,5,0,2,576
158000,20,11553,5,5,1968,1968,0,378,1051,1159,0,3,1,7,1,1,336
272000,20,11423,8,5,2001,2002,0,223,1581,1601,0,3,1,6,1,2,670
315000,20,14601,9,5,2006,2006,0,578,1838,1838,0,2,1,8,1,3,765
248000,60,11000,8,5,2000,2000,0,969,969,997,1288,4,1,8,1,3,648
213250,20,10140,7,5,1998,1999,1127,379,1650,1680,0,3,1,7,1,2,583
133000,120,4058,7,5,1998,1998,139,0,723,767,0,1,1,4,0,1,367
179665,60,17104,7,5,2006,2006,0,100,654,664,832,3,1,7,1,2,426
229000,50,13837,7,5,1988,1988,202,0,1204,1377,806,4,1,9,0,3,786
210000,50,8737,6,7,1923,1950,0,765,1065,915,720,3,1,6,1,2,440
129500,85,7244,5,7,1970,1970,0,149,768,768,0,2,1,5,0,2,624
125000,20,8235,5,7,1955,1995,645,0,825,825,0,2,1,4,0,2,720
263000,60,9375,7,5,2003,2004,0,912,912,912,1182,4,1,8,1,2,615
140000,120,4043,6,6,1977,1977,0,510,1069,1069,0,2,1,4,0,2,440
112500,20,6000,5,6,1957,1957,0,620,928,928,0,3,1,5,0,1,288
255500,20,11146,8,5,2006,2006,0,1709,1709,1717,0,3,1,7,1,3,908
108000,20,8777,4,5,1949,2003,0,0,0,1126,0,2,1,5,0,2,520
284000,60,10625,7,5,2003,2004,0,132,998,1006,1040,3,1,8,1,3,871
113000,45,6380,5,6,1922,1950,0,993,993,1048,0,2,1,5,1,1,280
141000,20,14850,5,5,1957,1957,0,197,1092,1092,0,2,1,6,1,1,299
108000,50,11040,4,6,1920,1950,0,0,637,897,439,3,1,7,0,1,570
175000,60,21872,7,5,1996,1997,0,125,729,729,717,3,1,6,1,2,406
234000,120,3196,7,5,2003,2004,0,1374,1374,1557,0,2,1,7,1,2,420
121500,20,11341,5,6,1957,1996,0,90,1392,1392,0,3,1,5,1,2,528
170000,20,10010,5,5,1974,1975,123,195,1389,1389,0,2,1,6,1,2,418
108000,30,13907,5,6,1940,1969,0,706,996,996,0,3,1,6,1,0,0
185000,50,21780,6,7,1918,1950,0,1163,1163,1163,511,4,1,8,1,2,396
268000,60,13346,7,5,1992,2000,0,367,1095,1166,1129,4,1,9,1,2,590
128000,70,6858,6,4,1915,1950,0,806,806,841,806,4,1,6,0,1,216
325000,60,11198,9,5,2005,2007,0,1122,1122,1134,1370,4,1,11,1,3,656
214000,20,10171,7,5,2004,2004,0,1515,1517,1535,0,3,1,7,0,2,532
316600,50,12327,8,8,1983,2009,0,55,1496,1496,636,1,1,5,1,2,612
135960,90,7032,5,5,1979,1979,0,0,943,943,0,2,1,4,2,2,600
142600,90,13101,5,5,1965,1965,0,1497,1728,1728,0,6,2,10,0,2,576
120000,20,7332,6,6,1959,1959,0,450,864,864,0,2,1,4,0,1,288
224500,60,13159,7,5,2009,2009,0,846,846,846,846,3,1,6,0,2,650
170000,80,9967,7,5,2000,2000,0,384,384,774,656,3,1,8,1,2,400
139000,80,10500,5,7,1971,2005,0,23,372,576,533,3,1,5,0,1,288
118500,50,8480,5,5,1947,1950,0,390,832,832,384,2,1,6,0,1,336
145000,50,6292,7,7,1928,1950,0,861,861,877,600,3,1,6,1,1,216
164500,80,11777,5,6,1966,1966,551,285,1164,1320,0,3,1,6,2,2,564
146000,160,3604,7,5,2007,2007,0,689,689,703,689,2,1,5,0,2,540
131500,50,12150,5,5,1954,1954,0,1050,1050,1050,745,4,1,7,0,1,352
181900,20,14585,6,6,1960,1987,219,331,1144,1429,0,3,1,7,2,2,572
253293,20,12704,8,5,2008,2009,0,2042,2042,2042,0,3,1,8,1,3,1390
118500,90,11841,6,5,1990,1990,0,0,816,816,0,3,1,5,0,0,0
325000,75,13500,10,9,1893,2000,0,1237,1237,1521,1254,3,1,9,1,2,880
133000,50,6120,4,7,1935,1995,0,884,884,989,584,3,1,6,0,1,240
369900,20,11443,8,5,2005,2006,0,408,1868,2028,0,2,1,7,2,3,880
130000,30,10267,6,7,1918,2000,606,0,816,838,0,2,1,5,0,1,275
137000,85,8740,5,6,1982,1982,0,168,840,860,0,2,1,4,0,2,528
143000,20,25095,5,8,1968,2003,0,113,1437,1473,0,1,1,5,2,1,452
79500,40,9100,5,6,1930,1960,0,742,742,779,0,2,1,4,0,1,308
185900,60,8320,7,5,2004,2004,0,280,770,770,812,3,1,6,0,2,520
451950,60,13478,10,5,2008,2008,0,384,1722,1728,568,3,1,10,1,3,842
138000,20,6600,5,8,1982,2003,0,0,816,816,0,2,1,4,0,2,816
140000,120,4435,6,5,2003,2003,0,163,848,848,0,1,1,4,0,2,420
110000,20,7990,5,6,1975,1975,0,924,924,924,0,3,1,5,0,1,280
319000,20,11302,8,5,2005,2006,0,392,1814,1826,0,3,1,7,1,3,758
114504,70,3600,6,7,1910,1993,0,684,684,684,684,3,1,7,0,1,216
194201,120,3922,7,5,2006,2007,0,1258,1258,1402,0,2,1,7,1,3,648
217500,20,12984,5,6,1977,1977,147,0,1430,1647,0,3,1,7,1,2,621
151000,160,1950,6,6,1980,1980,612,23,716,716,840,3,1,6,1,2,452
275000,60,10927,8,5,2005,2005,0,512,1058,1058,846,3,1,8,1,2,736
141000,50,9000,6,6,1937,1950,0,780,780,780,595,3,1,6,1,1,544
220000,60,10041,8,5,1992,1992,0,119,908,927,988,3,1,8,1,2,506
151000,160,3182,7,5,2004,2005,0,600,600,600,600,2,1,4,0,2,480
221000,20,12803,7,5,2002,2002,0,572,1494,1494,0,3,1,6,1,2,530
205000,60,13600,7,6,1965,1990,0,314,768,1186,800,3,1,7,3,2,486
152000,20,12464,5,5,1996,1996,0,308,1040,1040,0,3,1,6,0,2,576
225000,20,7800,5,8,1948,2002,0,293,896,1112,896,3,1,8,0,1,230
359100,70,12168,8,6,1934,1998,0,537,965,1940,1254,4,1,10,2,2,380
118500,20,7943,4,5,1961,1961,0,126,1029,1029,0,3,1,5,0,1,261
313000,60,11050,9,5,2000,2000,0,536,1440,1476,677,3,1,8,2,3,736
148000,80,10395,6,6,1978,1978,0,427,1032,1032,0,3,1,6,1,2,564
261500,60,11885,8,5,2001,2001,0,309,1299,1299,573,3,1,7,1,2,531
147000,20,8402,5,5,2007,2007,0,914,1120,1120,0,3,1,6,0,0,0
75500,180,1491,4,6,1972,1972,480,0,630,630,0,1,1,3,0,0,0
137500,85,8800,6,7,1963,1963,0,173,936,1054,0,3,1,6,0,2,480
183200,60,7861,6,5,2002,2003,0,326,783,807,702,3,1,7,1,2,393
105500,45,7227,6,6,1954,1954,0,832,832,832,0,2,1,4,0,2,528
314813,20,11694,9,5,2007,2007,0,1774,1822,1828,0,3,1,9,1,3,774
305000,60,12244,8,5,2003,2003,0,611,1482,1482,780,4,1,10,2,3,749
67000,30,8248,3,3,1914,1950,0,823,864,864,0,2,1,5,0,0,0
240000,60,10800,6,7,1974,1997,182,384,1522,1548,1066,4,1,9,1,2,624
135000,20,7064,5,6,1977,1977,0,420,980,980,0,3,1,6,0,2,484
168500,160,2117,6,5,2000,2000,0,336,756,756,756,2,1,4,1,2,440
165150,60,10400,6,5,1972,1972,0,485,732,1012,778,4,1,8,1,2,484
160000,20,10000,6,6,1962,1962,0,1116,1116,1116,0,3,1,5,0,2,440
139900,20,12342,5,5,1960,1978,0,978,978,1422,0,3,1,6,1,1,286
153000,80,9600,6,6,1955,1972,132,350,1156,1520,0,3,1,7,2,1,364
135000,60,11606,5,5,1969,1969,0,390,1040,1040,1040,5,1,9,2,2,504
168500,80,9020,6,5,1964,1964,336,288,1248,1350,0,3,1,6,0,2,520
124000,70,9000,5,6,1880,1991,0,636,636,1089,661,3,1,8,0,1,240
209500,120,4590,8,5,2006,2006,0,1530,1554,1554,0,2,1,6,1,2,627
82500,20,11900,7,5,1977,1977,0,564,1386,1411,0,3,1,6,1,2,544
139400,20,9250,5,7,1954,2005,468,108,1056,1056,0,3,1,6,0,1,260
144000,90,6979,6,5,1980,1980,0,0,1056,1056,0,0,2,4,0,2,576
200000,190,10896,6,7,1914,1995,0,1184,1440,1440,1440,8,2,14,0,0,0
60000,30,6120,2,3,1936,1950,0,264,264,800,0,1,1,4,1,0,0
93000,190,6000,5,4,1954,1954,0,811,811,811,576,3,2,7,0,1,256
85000,30,8777,5,7,1910,1950,0,796,796,796,0,2,1,4,0,0,0
264561,120,3982,8,5,2006,2006,0,366,1520,1567,0,1,1,7,1,3,648
274000,120,12677,8,5,2003,2004,0,300,1518,1518,0,1,1,6,1,2,588
226000,60,7050,7,5,2001,2001,0,319,1057,1057,872,3,1,7,1,2,650
345000,80,13860,8,7,1972,1995,0,542,1952,2000,704,4,1,9,3,2,538
152000,60,10793,5,5,1969,1969,287,0,780,780,840,4,1,7,0,2,462
370878,20,9187,9,5,2009,2009,0,645,1766,1766,0,2,1,7,1,3,478
143250,20,10530,6,5,1971,1971,35,664,981,981,0,3,1,5,0,2,576
98300,20,7200,5,5,1950,1950,0,0,0,1048,0,3,1,7,0,2,420
155000,20,10452,6,5,1953,1953,0,594,1094,1094,0,3,1,5,2,2,495
155000,60,7700,6,5,1966,1966,0,756,756,1051,788,4,1,7,1,2,442
84500,180,1936,4,6,1970,1970,499,0,630,630,0,1,1,3,0,0,0
205950,60,8125,7,6,2007,2007,0,813,813,822,843,3,1,7,0,2,562
108000,70,9084,4,5,1940,1950,0,755,755,755,755,4,1,7,1,1,296
191000,60,8750,7,5,1996,1996,0,880,880,909,807,2,1,7,1,2,512
135000,50,10320,6,7,1906,1995,0,756,756,756,713,3,1,7,0,1,216
350000,20,10437,8,6,1995,1995,0,413,2109,2113,0,2,1,7,1,3,839
88000,160,1680,6,5,1971,1971,0,525,525,525,567,3,1,6,0,1,264
145500,20,10007,5,7,1959,2006,0,247,1053,1053,0,3,1,5,0,1,312
149000,70,7200,7,6,1931,2000,0,776,776,851,651,3,1,6,1,1,270
97500,50,17503,6,5,1948,1950,0,912,912,912,546,3,1,6,1,1,330
167000,20,9937,5,7,1964,1999,0,849,1486,1486,0,3,1,7,0,2,480
197900,60,12384,7,7,1976,1976,0,793,793,1142,793,3,1,7,1,2,550
402000,60,46589,8,7,1994,2005,180,88,1629,1686,762,4,1,8,1,3,711
110000,20,13560,6,3,1968,1968,0,1392,1392,1392,0,2,1,5,2,2,576
137500,85,10012,4,5,1972,1972,180,38,1138,1181,0,3,1,6,0,2,588
423000,20,20896,8,5,2005,2006,0,356,2077,2097,0,1,1,8,1,3,1134
